trajectory_id,model,policy,model_run_id,data_file,data_path,num_samples,task_success,task_completion,task_completion_time_s,executed_steps,final_goal_error,initial_goal_error,min_distance_to_obstacle_surface,control_hz,target_control_dt_s,measured_hz,measured_loop_dt_mean_s,measured_loop_dt_p95_s,inference_dt_mean_s,inference_dt_p95_s,control_overrun_ratio,start_xyz,goal_xyz,obstacle_xyz,obstacle_radius,goal_tolerance,reached_goal,timed_out,max_steps,ckpt,action_select,elapsed_time_s,model_type,num_candidates,safety_margin,safety_shield
11,diffusion,diffusion,11,p2p_diffusion_data_011.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_011.npz,25317,True,1.0,315.8375,25267,0.0033161237370222807,0.3775273859500885,0.06807665526866913,80.0,0.0125,80.01996088083513,0.012496881890372194,0.012520650020261112,0.15161773874973816,0.15657249964708228,0.5088792054661172,"[0.17756469547748566, 0.15275397896766663, 0.04961910843849182]","[0.5538581609725952, 0.12225832045078278, 0.05001583322882652]","[0.3425499498844147, 0.1625005006790161, 0.05042167752981186]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,316.32620453977006,,,,
12,diffusion,diffusion,12,p2p_diffusion_data_012.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_012.npz,24837,True,1.0,309.9125,24793,0.0011559233535081148,0.37241190671920776,0.07249411940574646,80.0,0.0125,80.00253566408581,0.012499603815043992,0.012526490881750972,0.1557924968450061,0.16462915924187857,0.5330690084512952,"[0.18650205433368683, 0.15506385266780853, 0.05097808688879013]","[0.5588182806968689, 0.16349081695079803, 0.05048738047480583]","[0.3580179512500763, 0.13388343155384064, 0.04928864911198616]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,310.25283817309713,,,,
13,diffusion,diffusion,13,p2p_diffusion_data_013.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_013.npz,25096,True,1.0,313.275,25062,0.0029866404365748167,0.369547039270401,0.046582337468862534,80.0,0.0125,80.02974371680752,0.012495354271514231,0.012528869518700405,0.14842254798036575,0.15609638962373323,0.4679243091123031,"[0.18213355541229248, 0.16082419455051422, 0.04823523014783859]","[0.5515842437744141, 0.15242448449134827, 0.04904060810804367]","[0.36009377241134644, 0.15509508550167084, 0.048971641808748245]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,313.79611195061005,,,,
14,diffusion,diffusion,14,p2p_diffusion_data_014.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_014.npz,25278,True,1.0,315.4375,25235,0.0034041774924844503,0.36676475405693054,0.03335218504071236,80.0,0.0125,80.01528268193422,0.012497612537033242,0.012527305737816206,0.1556013620008586,0.16373225034857397,0.4814282071270347,"[0.1781121790409088, 0.12378576397895813, 0.04959004372358322]","[0.5434696078300476, 0.1558758020401001, 0.050349414348602295]","[0.364149808883667, 0.15508052706718445, 0.05089759826660156]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,315.9425074541645,,,,
15,diffusion,diffusion,15,p2p_diffusion_data_015.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_015.npz,25072,True,1.0,312.9,25032,0.004085661377757788,0.3854134976863861,0.050275202840566635,80.0,0.0125,80.00684829323399,0.012498930045774194,0.0125276616006409,0.14814682008716265,0.15649007604568188,0.5428635655157514,"[0.17669659852981567, 0.14748066663742065, 0.04859915375709534]","[0.5620648264884949, 0.15325039625167847, 0.04732930287718773]","[0.3556133508682251, 0.1528586745262146, 0.04952172935009003]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,313.2576313971056,,,,
16,diffusion,diffusion,16,p2p_diffusion_data_016.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_016.npz,25149,True,1.0,314.1125,25129,0.0013586756540462375,0.377555251121521,0.0524107851088047,80.0,0.0125,79.97493924941402,0.012503916969306444,0.012524009833308028,0.15150755634081697,0.15910662392177147,0.5394233745223809,"[0.18536779284477234, 0.15034136176109314, 0.051176030188798904]","[0.5629096627235413, 0.15337641537189484, 0.05023189261555672]","[0.3639554977416992, 0.14755843579769135, 0.05099776014685631]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,314.45020046736903,,,,
17,diffusion,diffusion,17,p2p_diffusion_data_017.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_017.npz,25386,True,1.0,316.9,25352,0.002200718969106674,0.3802533447742462,0.03824148699641228,80.0,0.0125,80.00660737138666,0.012498967683482068,0.012534129187133494,0.15923934090920897,0.1655060870688613,0.5325173476122866,"[0.17105677723884583, 0.16728617250919342, 0.05125788226723671]","[0.5500156283378601, 0.13593678176403046, 0.05129644274711609]","[0.35546591877937317, 0.1414026916027069, 0.04940749704837799]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,317.3910405551055,,,,
18,diffusion,diffusion,18,p2p_diffusion_data_018.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_018.npz,25720,True,1.0,321.25,25700,0.002842047717422247,0.37034663558006287,0.03745528683066368,80.0,0.0125,80.01414809931461,0.012497789750367484,0.012535143998696666,0.15324347626113718,0.16275886891085165,0.4951312493902141,"[0.1824997067451477, 0.14606201648712158, 0.049444083124399185]","[0.5525212287902832, 0.13064223527908325, 0.04772811010479927]","[0.3677063286304474, 0.1494438648223877, 0.048794638365507126]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,321.51461040759875,,,,
19,diffusion,diffusion,19,p2p_diffusion_data_019.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_019.npz,25195,True,1.0,314.65,25172,0.003936368972063065,0.4018682837486267,0.04600890353322029,80.0,0.0125,79.97816542889424,0.01250341258313889,0.012534750483020453,0.15404504902902588,0.16259422370937965,0.47156306645128915,"[0.17159052193164825, 0.16750311851501465, 0.0484141930937767]","[0.5728657245635986, 0.14591947197914124, 0.051650501787662506]","[0.36545172333717346, 0.15445497632026672, 0.04975428432226181]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,315.159633113353,,,,
20,diffusion,diffusion,20,p2p_diffusion_data_020.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_020.npz,25028,True,1.0,312.25,24980,0.002981273690238595,0.36302560567855835,0.04441462829709053,80.0,0.0125,80.0428528821125,0.012493307821908908,0.012526373051038011,0.15199027656831726,0.15555607114488168,0.46982470485584227,"[0.1812867373228073, 0.1475265622138977, 0.04919455945491791]","[0.5443027019500732, 0.14785628020763397, 0.05182034149765968]","[0.35692644119262695, 0.1516851782798767, 0.05097027122974396]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,312.55749004735253,,,,
21,diffusion,diffusion,21,p2p_diffusion_data_021.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_021.npz,25231,True,1.0,314.975,25198,0.001483442261815071,0.3809390366077423,0.04405277594923973,80.0,0.0125,79.96822640760492,0.01250496659639435,0.012516845248281686,0.14865878251052625,0.15792061403954005,0.48775870498792206,"[0.1838127076625824, 0.1627894937992096, 0.05121077597141266]","[0.5642092227935791, 0.14271216094493866, 0.048060234636068344]","[0.35692015290260315, 0.15001223981380463, 0.050135333091020584]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,315.51558624646196,,,,
22,diffusion,diffusion,22,p2p_diffusion_data_022.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_022.npz,25734,True,1.0,321.425,25714,0.0031999375205487013,0.38257524371147156,0.035822588950395584,80.0,0.0125,79.96131399489062,0.012506047612773075,0.01252386996487613,0.15774594522332888,0.16501588835978218,0.5310971949391902,"[0.17403875291347504, 0.1329531967639923, 0.05188531056046486]","[0.5565173029899597, 0.14155055582523346, 0.051588963717222214]","[0.37021392583847046, 0.1502581089735031, 0.04998306185007095]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,321.93695549253385,,,,
23,diffusion,diffusion,23,p2p_diffusion_data_023.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_023.npz,25600,True,1.0,319.4375,25555,0.005814240779727697,0.3616841733455658,0.07537724077701569,80.0,0.0125,79.9809221954096,0.01250298161800132,0.012524213671877577,0.1478341754460219,0.15787861190141483,0.5159674224820437,"[0.1789187639951706, 0.14089863002300262, 0.051119353622198105]","[0.5403605699539185, 0.1277337223291397, 0.04971626400947571]","[0.3477615416049957, 0.16273431479930878, 0.04947127774357796]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,319.833071778815,,,,
24,diffusion,diffusion,24,p2p_diffusion_data_024.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_024.npz,25275,True,1.0,315.6625,25253,0.0010955303441733122,0.3646649420261383,0.04215366765856743,80.0,0.0125,79.9769144304416,0.012503608161449277,0.012536688604182672,0.14935986354681716,0.15464846964903642,0.4772904341323151,"[0.18415787816047668, 0.16660922765731812, 0.04765810817480087]","[0.5484623312950134, 0.15041181445121765, 0.04699999839067459]","[0.34918928146362305, 0.16419824957847595, 0.04894108697772026]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,316.1536231345199,,,,
25,diffusion,diffusion,25,p2p_diffusion_data_025.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_025.npz,25668,True,1.0,320.4875,25639,0.0012480212608352304,0.38301047682762146,0.026814673095941544,80.0,0.0125,80.03929215672271,0.012493863614409881,0.012527604434651032,0.1492933759969686,0.15574048425322184,0.490486761396194,"[0.17473195493221283, 0.16140207648277283, 0.04775650426745415]","[0.5573707818984985, 0.1449126899242401, 0.051313407719135284]","[0.38087666034698486, 0.13147969543933868, 0.05092646926641464]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,320.9443201324144,,,,
26,diffusion,diffusion,26,p2p_diffusion_data_026.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_026.npz,25545,True,1.0,318.725,25498,0.0018246835097670555,0.3822764456272125,0.06607823073863983,80.0,0.0125,80.01858720697749,0.012497096423526978,0.012519833964564197,0.14617174392118337,0.15627663637781666,0.47670371685486074,"[0.1781834065914154, 0.15805308520793915, 0.05110591650009155]","[0.5589792728424072, 0.12449485063552856, 0.049200389534235]","[0.36203598976135254, 0.12413029372692108, 0.04936005920171738]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,318.943632119929,,,,
27,diffusion,diffusion,27,p2p_diffusion_data_027.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_027.npz,24624,True,1.0,307.4125,24593,0.002806062577292323,0.35320335626602173,0.027684133499860764,80.0,0.0125,80.01284822516922,0.012497992787181337,0.012538799087983962,0.14628139224112485,0.1527772123229045,0.5261160441566078,"[0.18409226834774017, 0.16406290233135223, 0.05258515104651451]","[0.5366747379302979, 0.14317137002944946, 0.05125441402196884]","[0.37150469422340393, 0.13272203505039215, 0.051266156136989594]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,307.77473675532684,,,,
28,diffusion,diffusion,28,p2p_diffusion_data_028.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_028.npz,24822,True,1.0,309.8625,24789,0.0025884683709591627,0.3627203702926636,0.06269146502017975,80.0,0.0125,80.01099692785935,0.01249828196618565,0.012516004376674309,0.1488832706213041,0.15687017245257961,0.4917864414218264,"[0.17983202636241913, 0.1540956199169159, 0.05013640969991684]","[0.542204737663269, 0.16997244954109192, 0.050350140780210495]","[0.3579217493534088, 0.14779651165008545, 0.050987884402275085]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,310.1876703271622,,,,
29,diffusion,diffusion,29,p2p_diffusion_data_029.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_029.npz,25164,True,1.0,314.1625,25133,0.0011824542889371514,0.3407345414161682,0.050355371087789536,80.0,0.0125,80.02448146570053,0.012496175941216341,0.012522043601202461,0.15086215692637725,0.15977582037944263,0.5032442212657721,"[0.19673976302146912, 0.1501956284046173, 0.051465656608343124]","[0.5372967720031738, 0.13983353972434998, 0.04778173938393593]","[0.3570062816143036, 0.1478109508752823, 0.0491427518427372]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,314.46161222127483,,,,
30,diffusion,diffusion,30,p2p_diffusion_data_030.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_030.npz,25103,True,1.0,313.525,25082,0.005122501868754625,0.37715405225753784,0.024461697787046432,80.0,0.0125,80.040966050468,0.012493602330704914,0.01251880514558371,0.15525806773650702,0.16057921932966876,0.4871641091160888,"[0.17278853058815002, 0.15323741734027863, 0.05140725523233414]","[0.5495248436927795, 0.1354929655790329, 0.051180150359869]","[0.36397185921669006, 0.16848944127559662, 0.051028382033109665]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,314.0575140458433,,,,
31,diffusion,diffusion,31,p2p_diffusion_data_031.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_031.npz,25290,True,1.0,315.45,25236,0.002819332992658019,0.3673018515110016,0.06136518344283104,80.0,0.0125,80.0172175926411,0.012497310330020352,0.012506632315543387,0.14894547047893558,0.15377953174975065,0.4553355910711455,"[0.1871185302734375, 0.16144998371601105, 0.05084674432873726]","[0.5541189312934875, 0.14657242596149445, 0.050803862512111664]","[0.3568744659423828, 0.16877880692481995, 0.04889009892940521]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,315.88901742597335,,,,
32,diffusion,diffusion,32,p2p_diffusion_data_032.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_032.npz,25074,True,1.0,313.075,25046,0.0040528359822928905,0.3692839741706848,0.05083027109503746,80.0,0.0125,79.98442846710971,0.012502433525685674,0.012515226831263009,0.15400239846863695,0.16127532618298296,0.5037818719051509,"[0.17347128689289093, 0.14714112877845764, 0.050619203597307205]","[0.5427538156509399, 0.1468181014060974, 0.0496390275657177]","[0.3764905333518982, 0.14285852015018463, 0.049397457391023636]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,313.50892294314536,,,,
33,diffusion,diffusion,33,p2p_diffusion_data_033.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_033.npz,25316,True,1.0,315.825,25266,0.004431714303791523,0.3988282382488251,0.04164794459939003,80.0,0.0125,80.0151357871587,0.01249763548061723,0.012518210708794495,0.14469258550672684,0.15313437850656988,0.558830067298354,"[0.17376433312892914, 0.1507790982723236, 0.05267735570669174]","[0.5725789666175842, 0.15243129432201385, 0.04982525482773781]","[0.3617922067642212, 0.1446402370929718, 0.0498647578060627]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,316.1842944062989,,,,
34,diffusion,diffusion,34,p2p_diffusion_data_034.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_034.npz,25036,True,1.0,312.5875,25007,0.0007925893296487629,0.3719108998775482,0.042333703488111496,80.0,0.0125,79.99159420549384,0.012501313543408787,0.01252068627010394,0.14526863512716362,0.15255168136497113,0.4891041731950777,"[0.18239474296569824, 0.15065717697143555, 0.05094051733613014]","[0.5542802214622498, 0.14646828174591064, 0.04977617412805557]","[0.35822606086730957, 0.15473975241184235, 0.049855075776576996]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,313.1208414779575,,,,
35,diffusion,diffusion,35,p2p_diffusion_data_035.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_035.npz,25512,True,1.0,318.4125,25473,0.0033670116681605577,0.3795967102050781,0.03809646889567375,80.0,0.0125,79.98830708082903,0.012501827285699263,0.012526278506056447,0.15167703960765658,0.15900297182416184,0.5045392688354473,"[0.17269037663936615, 0.15418437123298645, 0.05072202533483505]","[0.5522729158401489, 0.1511574685573578, 0.04945313185453415]","[0.36289456486701965, 0.14205478131771088, 0.049208253622055054]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,318.8006590048184,,,,
36,diffusion,diffusion,36,p2p_diffusion_data_036.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_036.npz,25472,True,1.0,317.75,25420,0.0016138599021360278,0.3588269352912903,0.04709499701857567,80.0,0.0125,79.98678713265507,0.012502064851555266,0.012518956019399561,0.15151979764366097,0.15808859281244447,0.47461897126131447,"[0.18195725977420807, 0.1427273452281952, 0.04899759963154793]","[0.5404926538467407, 0.1569730043411255, 0.051486458629369736]","[0.35011762380599976, 0.15051493048667908, 0.05087486281991005]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,318.2938034213667,,,,
37,diffusion,diffusion,37,p2p_diffusion_data_037.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_037.npz,24886,True,1.0,310.625,24850,0.0030758350621908903,0.39513400197029114,0.04529256746172905,80.0,0.0125,79.9859427710725,0.012502196828036355,0.012531092397577008,0.14704563553769884,0.15561468887629704,0.5157523036978344,"[0.17092356085777283, 0.16110025346279144, 0.04961354285478592]","[0.5651718974113464, 0.13466776907444, 0.05028541758656502]","[0.3836890757083893, 0.14424742758274078, 0.052000001072883606]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,311.0704510771959,,,,
38,diffusion,diffusion,38,p2p_diffusion_data_038.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_038.npz,25055,True,1.0,312.825,25026,0.0031616827473044395,0.3836851119995117,0.045170631259679794,80.0,0.0125,79.99546304164743,0.012500708939947978,0.012524212055594714,0.15217645824346968,0.15736919826616017,0.509824334037468,"[0.17553606629371643, 0.12610012292861938, 0.0507558174431324]","[0.556654691696167, 0.17039671540260315, 0.05157255381345749]","[0.36518341302871704, 0.15176385641098022, 0.05109058693051338]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,313.32502751442314,,,,
39,diffusion,diffusion,39,p2p_diffusion_data_039.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_039.npz,24731,True,1.0,308.6,24688,0.0043207257986068726,0.3896038234233856,0.06581845879554749,80.0,0.0125,80.03113039229592,0.012495137768243538,0.012518802848828631,0.14503891779952566,0.15255849567645516,0.5208672570730843,"[0.17132176458835602, 0.161415234208107, 0.05006667971611023]","[0.5594121217727661, 0.12724512815475464, 0.04699999839067459]","[0.3555264472961426, 0.16299839317798615, 0.0499013252556324]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,308.88122631675657,,,,
40,diffusion,diffusion,40,p2p_diffusion_data_040.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_040.npz,25266,True,1.0,315.425,25234,0.0037837689742445946,0.37085217237472534,0.05293692275881767,80.0,0.0125,79.96098790450307,0.012506098613917752,0.012532468214554114,0.15424546119456292,0.16272689313593516,0.493898342526201,"[0.17420169711112976, 0.14319732785224915, 0.050629887729883194]","[0.5449965000152588, 0.14872847497463226, 0.04717414826154709]","[0.3502572476863861, 0.14083687961101532, 0.05059381574392319]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,315.7840950965664,,,,
41,diffusion,diffusion,41,p2p_diffusion_data_041.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_041.npz,25633,True,1.0,319.9375,25595,0.00372813967987895,0.38420090079307556,0.0377822108566761,80.0,0.0125,79.95792311392869,0.012506577973206508,0.012530894454676337,0.15421530964963479,0.1617665172496531,0.5176295499650355,"[0.1807842254638672, 0.1692173033952713, 0.048883818089962006]","[0.5641137361526489, 0.14353598654270172, 0.05193142592906952]","[0.36427807807922363, 0.1464511901140213, 0.052000001072883606]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,320.141037103239,,,,
42,diffusion,diffusion,42,p2p_diffusion_data_042.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_042.npz,25265,True,1.0,315.5625,25245,0.0017263313056901097,0.3754943907260895,0.05460036173462868,80.0,0.0125,80.00160339839393,0.01249974947402211,0.012531207431851288,0.15782792526648518,0.1670415662152681,0.5149077416111875,"[0.18054750561714172, 0.12647005915641785, 0.04931750148534775]","[0.5556329488754272, 0.14380492269992828, 0.0518568716943264]","[0.3554125726222992, 0.12737223505973816, 0.04842626303434372]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,316.1043635630078,,,,
43,diffusion,diffusion,43,p2p_diffusion_data_043.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_043.npz,25607,True,1.0,319.4375,25555,0.002794854808598757,0.3745823800563812,0.031686101108789444,80.0,0.0125,80.00448395084292,0.012499299421947763,0.012531109175227692,0.1539162215969796,0.15904081740823223,0.45743708712739917,"[0.17405492067337036, 0.1647401601076126, 0.052542511373758316]","[0.5484188795089722, 0.15260149538516998, 0.04851239174604416]","[0.3691462576389313, 0.1417372077703476, 0.051521286368370056]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,319.87953747073095,,,,
44,diffusion,diffusion,44,p2p_diffusion_data_044.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_044.npz,25228,True,1.0,315.0875,25207,0.0021042742300778627,0.38507765531539917,0.054733049124479294,80.0,0.0125,79.99195342710776,0.012501257403486772,0.012540009322540957,0.15237467197912863,0.15884713418952223,0.48369308792963445,"[0.17925898730754852, 0.15309792757034302, 0.05072583258152008]","[0.564319372177124, 0.15036587417125702, 0.04830549284815788]","[0.38612183928489685, 0.14428451657295227, 0.05035017430782318]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,315.37785703954614,,,,
45,diffusion,diffusion,45,p2p_diffusion_data_045.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_045.npz,25907,True,1.0,323.5,25880,0.0055017611011862755,0.37492987513542175,0.029091138392686844,80.0,0.0125,80.02924891644663,0.012495431527091243,0.012515547824651065,0.14795989631992318,0.15471060423548988,0.49922619699404863,"[0.17439870536327362, 0.14144428074359894, 0.05079660564661026]","[0.5486540794372559, 0.1639241725206375, 0.05077110230922699]","[0.36830294132232666, 0.13348473608493805, 0.05153700336813927]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,323.7236422848972,,,,
46,diffusion,diffusion,46,p2p_diffusion_data_046.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_046.npz,25399,True,1.0,317.0625,25365,0.0023729351814836264,0.3790959119796753,0.06162643060088158,80.0,0.0125,80.0517026572886,0.012491926677451517,0.01252148299905379,0.14901265048932216,0.15489445574860586,0.5057694010279216,"[0.17576280236244202, 0.1581336259841919, 0.05147090181708336]","[0.5547481179237366, 0.14933925867080688, 0.04891922324895859]","[0.35094454884529114, 0.14003142714500427, 0.04961499944329262]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,317.3783434296298,,,,
47,diffusion,diffusion,47,p2p_diffusion_data_047.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_047.npz,25060,True,1.0,312.875,25030,0.00657926918938756,0.3699546754360199,0.04078419879078865,80.0,0.0125,80.0060251820089,0.012499058636209712,0.012522227677869176,0.15338017596882622,0.16041127814494122,0.5117717152140213,"[0.1812845915555954, 0.15935128927230835, 0.05173511430621147]","[0.5511755347251892, 0.15326015651226044, 0.048564258962869644]","[0.368705689907074, 0.14821037650108337, 0.04978378489613533]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,313.3597845633931,,,,
48,diffusion,diffusion,48,p2p_diffusion_data_048.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_048.npz,25340,True,1.0,316.225,25298,0.0032611784990876913,0.3811786472797394,0.020411621779203415,80.0,0.0125,80.03298848442817,0.012494847673900964,0.012532282397314628,0.142,0.15033512039455546,0.5059346039160465,"[0.17534227669239044, 0.11739075928926468, 0.048599764704704285]","[0.5542882084846497, 0.15858204662799835, 0.04924199730157852]","[0.35012778639793396, 0.16427651047706604, 0.051103197038173676]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,316.7665512292776,,,,
49,diffusion,diffusion,49,p2p_diffusion_data_049.npz,logs/p2p_rollout_50/npz/p2p_diffusion_data_049.npz,25029,True,1.0,312.25,24980,0.00417931005358696,0.3707904517650604,0.05267314240336418,80.0,0.0125,80.01255362379662,0.012498038804033232,0.012521208432893836,0.14890827308223434,0.15553195691614932,0.49179275637937453,"[0.17826887965202332, 0.14489948749542236, 0.049797382205724716]","[0.5490289926528931, 0.14015839993953705, 0.04974006861448288]","[0.3540656566619873, 0.14786072075366974, 0.04933083429932594]",0.06,0.01,True,False,30000,/home/peiqi/projects-2026/Diffusion_Koopman_AVs/results/p2pobstacle_diffusion_v1/diffusion_ckpt_best.pt,,312.66339647981124,,,,
